address_id,street_address,suburb,state,postcode,locality,subdivision_code,latitude,longitude
6-Marum-Court-Tawonga-South-Vic-3698,6 Marum Court,Tawonga South,Vic,3698,Tawonga South,Vic,-36.728056,147.148698
2-Dederang-Road-Tawonga-South-Vic-3698,2 Dederang Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.733562,147.151467
34-Sunrise-Ln-Tawonga-South-Vic-3698,34 Sunrise Ln,Tawonga South,Vic,3698,Tawonga South,Vic,0.0,0.0
9-Braeside-Crt.-Tawonga-South-Vic-3698,9 Braeside Crt.,Tawonga South,Vic,3698,Tawonga South,Vic,-36.735795,147.156536
14-Coolumbooka-Avenue-Tawonga-South-Vic-3698,14 Coolumbooka Avenue,Tawonga South,Vic,3698,Tawonga South,Vic,-36.72749,147.149288
1-Braeside-Court-Tawonga-South-Vic-3698,1 Braeside Court,Tawonga South,Vic,3698,Tawonga South,Vic,-36.735058,147.156538
14--Damms-Court-Tawonga-South-Vic-3698,14  Damms Court,Tawonga South,Vic,3698,Tawonga South,Vic,-36.731677,147.153083
271-Simmonds-Creek-Road-Tawonga-South-Vic-3698,271 Simmonds Creek Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.75486755,147.14562988
20-Allamar-Court-Tawonga-South-Vic-3698,20 Allamar Court,Tawonga South,Vic,3698,Tawonga South,Vic,-36.72530285,147.14808666
5A-Allamar-Court-Tawonga-South-Vic-3698,5A Allamar Court,Tawonga South,Vic,3698,Tawonga South,Vic,-36.72413911,147.14711863
106-Simmonds-Creek-Road-Tawonga-South-Vic-3698,106 Simmonds Creek Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.74638469,147.15731519
47-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,47 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.72249776,147.14802885
158-Simmonds-Creek-Road-Tawonga-South-Vic-3698,158 Simmonds Creek Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.74895347,147.15223408
737-Bourke-St-Docklands-VIC-3008,737 Bourke St,Docklands,VIC,3008,,,0.0,0.0
7731-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,7731 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.72903435,147.15254013
16-20-St-Bernard-Drive-Tawonga-South-Vic-3698,16-20 St Bernard Drive,Tawonga South,Vic,3698,Tawonga South,Vic,-36.73406445,147.15550521
23-25-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,23-25 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.7204493,147.14710018
Address-available-on-request-Tawonga-South-Vic-3698,Address available on request,Tawonga South,Vic,3698,Tawonga South,Vic,0.0,0.0
173-Simmonds-Creek-Road-Tawonga-South-Vic-3698,173 Simmonds Creek Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.76218145,147.14717753
1-Stewarts-Road-Tawonga-South-Vic-3698,1 Stewarts Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.73567017,147.1551792
3-Baker-Street-Tawonga-South-Vic-3698,3 Baker Street,Tawonga South,Vic,3698,Tawonga South,Vic,-36.73332325,147.1559186
213-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,213 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.70237405,147.14477965
157-Simmonds-Creek-Road-Tawonga-South-Vic-3698,157 Simmonds Creek Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.7489304,147.15284824
232-236-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,232-236 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.73676035,147.16038055
20-Ireland-St-Bright-VIC-3741,20 Ireland St,Bright,VIC,3741,,,0.0,0.0
9-11-Baker-Street-Tawonga-South-Vic-3698,9-11 Baker Street,Tawonga South,Vic,3698,Tawonga South,Vic,-36.73295014,147.15544986
41/464-480-Kent-Street-Sydney-NSW-2000,41/464-480 Kent Street,Sydney,NSW,2000,,,0.0,0.0
6-Morses-Crt-Tawonga-South-Vic-3698,6 Morses Crt,Tawonga South,Vic,3698,Tawonga South,Vic,-36.7331663,147.15059548
102-Glenbourn-Drive-Tawonga-South-Vic-3698,102 Glenbourn Drive,Tawonga South,Vic,3698,Tawonga South,Vic,-36.7504889,147.16128204
"Lot-13,-Fiddleback-Drive-Tawonga-South-Vic-3698","Lot 13, Fiddleback Drive",Tawonga South,Vic,3698,Tawonga South,Vic,-36.722148,147.145994
"Lot--3-,-Fiddleback-Drive-Tawonga-South-Vic-3698","Lot  3 , Fiddleback Drive",Tawonga South,Vic,3698,Tawonga South,Vic,-36.722148,147.145994
297-Schubach-Street-Albury-NSW-2640,297 Schubach Street,Albury,NSW,2640,,,0.0,0.0
1-Guy-Court-Tawonga-South-Vic-3698,1 Guy Court,Tawonga South,Vic,3698,Tawonga South,Vic,-36.733264,147.149187
10-Baker-Street-Tawonga-South-Vic-3698,10 Baker Street,Tawonga South,Vic,3698,Tawonga South,Vic,-36.732634,147.154409
31-Heberles-Road-Tawonga-South-Vic-3698,31 Heberles Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.730444,147.154699
11-StBernard-Drive-Tawonga-South-Vic-3698,11 StBernard Drive,Tawonga South,Vic,3698,Tawonga South,Vic,-36.733727,147.154773
169-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,169 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.732119,147.155102
196-Simmonds-Creek-Road-Tawonga-South-Vic-3698,196 Simmonds Creek Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.750569,147.148162
PO-Box-112-Scarborough-WA-6019,PO Box 112,Scarborough,WA,6019,,,0.0,0.0
3-Reid-Court-Tawonga-South-Vic-3698,3 Reid Court,Tawonga South,Vic,3698,Tawonga South,Vic,-36.727564,147.147347
12-Coolumbooka-Avenue-Tawonga-South-Vic-3698,12 Coolumbooka Avenue,Tawonga South,Vic,3698,Tawonga South,Vic,-36.72764,147.149287
2-Damms-Court-Tawonga-South-Vic-3698,2 Damms Court,Tawonga South,Vic,3698,Tawonga South,Vic,-36.732255,147.153797
2/1-Allamar-Court-Tawonga-South-Vic-3698,2/1 Allamar Court,Tawonga South,Vic,3698,Tawonga South,Vic,-36.723349,147.14636
183-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,183 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.732507,147.155586
6-Myrtle-Street-Tawonga-South-Vic-3698,6 Myrtle Street,Tawonga South,Vic,3698,Tawonga South,Vic,-36.732822,147.1526
252--Simmonds-Creek-Road-Tawonga-South-Vic-3698,252  Simmonds Creek Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.75313,147.144023
"Lot-5,-Simmonds-Creek-Road-Tawonga-South-Vic-3698","Lot 5, Simmonds Creek Road",Tawonga South,Vic,3698,Tawonga South,Vic,-36.758407,147.147468
"Lot-2,-Ranch-Road-Tawonga-South-Vic-3698","Lot 2, Ranch Road",Tawonga South,Vic,3698,Tawonga South,Vic,-36.7197884938,147.144492811
Fiddleback-Drive-Tawonga-South-Vic-3698,Fiddleback Drive,Tawonga South,Vic,3698,Tawonga South,Vic,-36.7221444829,147.145999361
"Lot-2,-Simmonds-Creek-Road-Tawonga-South-Vic-3698","Lot 2, Simmonds Creek Road",Tawonga South,Vic,3698,Tawonga South,Vic,-36.75840664,147.1474679
28-Young-Crescent-Tawonga-South-Vic-3698,28 Young Crescent,Tawonga South,Vic,3698,Tawonga South,Vic,-36.732403,147.152641
8-Young-Crescent-Tawonga-South-Vic-3698,8 Young Crescent,Tawonga South,Vic,3698,Tawonga South,Vic,-36.733544,147.154632
272-Simmonds-Creek-Road-Tawonga-South-Vic-3698,272 Simmonds Creek Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.758407,147.147468
34-Sunrise-Lane-Tawonga-South-Vic-3698,34 Sunrise Lane,Tawonga South,Vic,3698,Tawonga South,Vic,-36.718679,147.144539
45-Ranch-Road-Tawonga-South-Vic-3698,45 Ranch Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.72154,147.141519
4-Stewarts-Road-Tawonga-South-Vic-3698,4 Stewarts Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.735609,147.155701
27A-Clyde-Street-Myrtleford-VIC-3737,27A Clyde Street,Myrtleford,VIC,3737,,,0.0,0.0
217-Simmonds-Creek-Road-Tawonga-South-Vic-3698,217 Simmonds Creek Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.751935,147.148409
16-20-St.-Bernard-Drive-Tawonga-South-Vic-3698,16-20 St. Bernard Drive,Tawonga South,Vic,3698,Tawonga South,Vic,-36.734207,147.15541
"19-Feathertop-Street,-Tawonga-South-Vic-3698","19 Feathertop Street,",Tawonga South,Vic,3698,Tawonga South,Vic,-36.727967,147.149099
7-Young-Crescent-Tawonga-South-Vic-3698,7 Young Crescent,Tawonga South,Vic,3698,Tawonga South,Vic,-36.733139,147.154208
"Lot-8,-Fiddleback-Drive-Tawonga-South-Vic-3698","Lot 8, Fiddleback Drive",Tawonga South,Vic,3698,Tawonga South,Vic,-36.722148,147.145994
74-St-Bernard-Drive-Tawonga-South-Vic-3698,74 St Bernard Drive,Tawonga South,Vic,3698,Tawonga South,Vic,-36.734225,147.150758
"Lot-3,-217-Simmonds-Creek-Road-Tawonga-South-Vic-3698","Lot 3, 217 Simmonds Creek Road",Tawonga South,Vic,3698,Tawonga South,Vic,-36.751935,147.148409
"Lot-2-,-217--Simmonds-Creek-Road-Tawonga-South-Vic-3698","Lot 2 , 217  Simmonds Creek Road",Tawonga South,Vic,3698,Tawonga South,Vic,-36.751935,147.148409
"Suite-3129,-29/97-Creek-Street-Brisbane-City-QLD-4000","Suite 3129, 29/97 Creek Street",Brisbane City,QLD,4000,,,0.0,0.0
27-Herberles-Road-Tawonga-South-Vic-3698,27 Herberles Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.7308313505,147.155787175
258A-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,258A Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.738517,147.162037
21-Simmonds-Creek-Road-Tawonga-South-Vic-3698,21 Simmonds Creek Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.741497,147.160873
35--Kiewa-Valley-Highway-Tawonga-South-Vic-3698,35  Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.721529,147.147389
5-Reid-Court-Tawonga-South-Vic-3698,5 Reid Court,Tawonga South,Vic,3698,Tawonga South,Vic,-36.727353,147.147408
21-Young-Crescent-Tawonga-South-Vic-3698,21 Young Crescent,Tawonga South,Vic,3698,Tawonga South,Vic,-36.731894,147.152796
2-&-4-Baker-Street-Tawonga-South-Vic-3698,2 & 4 Baker Street,Tawonga South,Vic,3698,Tawonga South,Vic,-36.733415,147.15539
46-Ranch-Road-Tawonga-South-Vic-3698,46 Ranch Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.719282,147.141242
285-Simmonds-Creek-Road-Tawonga-South-Vic-3698,285 Simmonds Creek Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.756149,147.146861
13--Reid-Court-Tawonga-South-Vic-3698,13  Reid Court,Tawonga South,Vic,3698,Tawonga South,Vic,-36.726279,147.147351
12-Allamar-Court-Tawonga-South-Vic-3698,12 Allamar Court,Tawonga South,Vic,3698,Tawonga South,Vic,-36.724594,147.148069
175--Kiewa-Valley-HIghway-Tawonga-South-Vic-3698,175  Kiewa Valley HIghway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.732288,147.155315
1-Omeo-Court-Tawonga-South-Vic-3698,1 Omeo Court,Tawonga South,Vic,3698,Tawonga South,Vic,-36.733229,147.151923
81-83-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,81-83 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.69046,147.142684
79-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,79 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.72582,147.149336
23-St.-Bernard-Drive-Tawonga-South-Vic-3698,23 St. Bernard Drive,Tawonga South,Vic,3698,Tawonga South,Vic,-36.733861,147.153931
29-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,29 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.721011,147.147156
27-29--St-Bernard-Drive-Tawonga-South-Vic-3698,27-29  St Bernard Drive,Tawonga South,Vic,3698,Tawonga South,Vic,-36.733862,147.153421
2142-Tawonga-Gap-Road-Tawonga-South-Vic-3698,2142 Tawonga Gap Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.71801,147.145214
5-Marum-Court-Tawonga-South-Vic-3698,5 Marum Court,Tawonga South,Vic,3698,Tawonga South,Vic,-36.727675,147.148318
39-Ranch-Road-Tawonga-South-Vic-3698,39 Ranch Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.720669,147.143168
254-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,254 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.738531,147.161624
11-Ranch-Road-Tawonga-South-Vic-3698,11 Ranch Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.719353,147.145874
10--Buckland-Street-Tawonga-South-Vic-3698,10  Buckland Street,Tawonga South,Vic,3698,Tawonga South,Vic,-36.727205,147.147049
45--St-Bernard-Drive-Tawonga-South-Vic-3698,45  St Bernard Drive,Tawonga South,Vic,3698,Tawonga South,Vic,0.0,0.0
2-Omeo-Court-Tawonga-South-Vic-3698,2 Omeo Court,Tawonga South,Vic,3698,Tawonga South,Vic,-36.733579,147.152367
1-Feathertop-Street-Tawonga-South-Vic-3698,1 Feathertop Street,Tawonga South,Vic,3698,Tawonga South,Vic,-36.728202,147.150596
21-Coolumbooka-Avenue-Tawonga-South-Vic-3698,21 Coolumbooka Avenue,Tawonga South,Vic,3698,Tawonga South,Vic,-36.726368,147.148835
"Lot-678,-Kiewa-Valley-Highway-Tawonga-South-Vic-3698","Lot 678, Kiewa Valley Highway",Tawonga South,Vic,3698,Tawonga South,Vic,-36.7289837,147.1521978
60-St-Bernard-Dve.-Tawonga-South-Vic-3698,60 St Bernard Dve.,Tawonga South,Vic,3698,Tawonga South,Vic,-36.734313,147.151951
172-Simmonds-Creek-Road-Tawonga-South-Vic-3698,172 Simmonds Creek Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.7494871,147.1515251
119-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,119 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.728511,147.151183
258-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,258 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.738661,147.162154
17-Feathertop-Street-Tawonga-South-Vic-3698,17 Feathertop Street,Tawonga South,Vic,3698,Tawonga South,Vic,-36.727967,147.149099
7573-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,7573 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.715798,147.146005
92-Glenbourn-Drive-Tawonga-South-Vic-3698,92 Glenbourn Drive,Tawonga South,Vic,3698,Tawonga South,Vic,-36.752105,147.159919
13-Coolumbooka-Tawonga-South-Vic-3698,13 Coolumbooka,Tawonga South,Vic,3698,Tawonga South,Vic,-36.726705,147.149193
21-Young-Cres-Tawonga-South-Vic-3698,21 Young Cres,Tawonga South,Vic,3698,Tawonga South,Vic,-36.731894,147.152796
25-St-Bernard-Drive-Tawonga-South-Vic-3698,25 St Bernard Drive,Tawonga South,Vic,3698,Tawonga South,Vic,-36.733863,147.15376
22-Glenbourne-Dve-Tawonga-South-Vic-3698,22 Glenbourne Dve,Tawonga South,Vic,3698,Tawonga South,Vic,-36.74729919,147.15965271
123-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,123 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.728805,147.151437
"Lot-2,-Bright-Gap-Road-Tawonga-South-Vic-3698","Lot 2, Bright Gap Road",Tawonga South,Vic,3698,Tawonga South,Vic,0.0,0.0
8-St-Bernard-Dve-Tawonga-South-Vic-3698,8 St Bernard Dve,Tawonga South,Vic,3698,Tawonga South,Vic,-36.733714,147.156239
5--Baker-Street-Tawonga-South-Vic-3698,5  Baker Street,Tawonga South,Vic,3698,Tawonga South,Vic,-36.733133,147.155834
51-St-Bernard-Dve-Tawonga-South-Vic-3698,51 St Bernard Dve,Tawonga South,Vic,3698,Tawonga South,Vic,-36.733865,147.151287
153-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,153 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.73109,147.1543538
131-Simmonds-Creek-Road-Tawonga-South-Vic-3698,131 Simmonds Creek Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.747966,147.155795
5-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,5 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.718502,147.146208
14-16-Young-Crescent-Tawonga-South-Vic-3698,14-16 Young Crescent,Tawonga South,Vic,3698,Tawonga South,Vic,-36.733563,147.154087
5-Braeside-Court-Tawonga-South-Vic-3698,5 Braeside Court,Tawonga South,Vic,3698,Tawonga South,Vic,-36.735379,147.156715
26--Coolumbooka-Ave-Tawonga-South-Vic-3698,26  Coolumbooka Ave,Tawonga South,Vic,3698,Tawonga South,Vic,-36.726976,147.148295
63--StBernard-Drive-Tawonga-South-Vic-3698,63  StBernard Drive,Tawonga South,Vic,3698,Tawonga South,Vic,-36.733602,147.149912
13-Antonio-Cl-Tawonga-South-Vic-3698,13 Antonio Cl,Tawonga South,Vic,3698,Tawonga South,Vic,-36.713272,147.144987
7a--Allamar-Court-Tawonga-South-Vic-3698,7a  Allamar Court,Tawonga South,Vic,3698,Tawonga South,Vic,-36.724581,147.147322
4-Braeside-Crt-Tawonga-South-Vic-3698,4 Braeside Crt,Tawonga South,Vic,3698,Tawonga South,Vic,-36.735496,147.156097
9-Damms-Crt-Tawonga-South-Vic-3698,9 Damms Crt,Tawonga South,Vic,3698,Tawonga South,Vic,-36.731534,147.153712
6-St-Bernard-Dve-Tawonga-South-Vic-3698,6 St Bernard Dve,Tawonga South,Vic,3698,Tawonga South,Vic,-36.733554,147.156283
609-Olive-Street-Albury-NSW-2640,609 Olive Street,Albury,NSW,2640,,,0.0,0.0
"Lots-2,-3-&-4,-Kiewa-Valley-Highway-Tawonga-South-Vic-3698","Lots 2, 3 & 4, Kiewa Valley Highway",Tawonga South,Vic,3698,Tawonga South,Vic,-36.7289837,147.1521978
2140-Tawonga-Gap-Road-Tawonga-South-Vic-3698,2140 Tawonga Gap Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.71769714,147.14501953
13-Reid-Crt-Tawonga-South-Vic-3698,13 Reid Crt,Tawonga South,Vic,3698,Tawonga South,Vic,-36.726279,147.147351
166-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,166 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.731023,147.155334
180-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,180 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.7321491,147.1557785
19-Feathertop-Street-Tawonga-South-Vic-3698,19 Feathertop Street,Tawonga South,Vic,3698,Tawonga South,Vic,-36.72803116,147.14912415
"Lot-2,-Kiewa-Valley-Highway-Tawonga-South-Vic-3698","Lot 2, Kiewa Valley Highway",Tawonga South,Vic,3698,Tawonga South,Vic,-36.7295234,147.1526581
16-Dederang-Rd-Tawonga-South-Vic-3698,16 Dederang Rd,Tawonga South,Vic,3698,Tawonga South,Vic,-36.732638,147.151718
Simmonds-Creek-Rd-Tawonga-South-Vic-3698,Simmonds Creek Rd,Tawonga South,Vic,3698,Tawonga South,Vic,-36.75264359,147.14564514
76--StBernard-Drive-Tawonga-South-Vic-3698,76  StBernard Drive,Tawonga South,Vic,3698,Tawonga South,Vic,-36.734194,147.150589
90-St-Bernard-Drive-Tawonga-South-Vic-3698,90 St Bernard Drive,Tawonga South,Vic,3698,Tawonga South,Vic,-36.73388,147.149427
15-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,15 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.719618,147.146713
3-Wonnangatta-Avenue-Tawonga-South-Vic-3698,3 Wonnangatta Avenue,Tawonga South,Vic,3698,Tawonga South,Vic,-36.732168,147.15437
2-Wonnangatta-Avenue-Tawonga-South-Vic-3698,2 Wonnangatta Avenue,Tawonga South,Vic,3698,Tawonga South,Vic,-36.732812,147.154211
5-St-Bernard-Drive-Tawonga-South-Vic-3698,5 St Bernard Drive,Tawonga South,Vic,3698,Tawonga South,Vic,-36.73376465,147.15545654
"Lot-649,-Young-Cres-Tawonga-South-Vic-3698","Lot 649, Young Cres",Tawonga South,Vic,3698,Tawonga South,Vic,-36.732777,147.153501
178-Kiewa-Valley-H/way-Tawonga-South-Vic-3698,178 Kiewa Valley H/way,Tawonga South,Vic,3698,Tawonga South,Vic,-36.742424,147.173315
55-St-Bernard-Dve-Tawonga-South-Vic-3698,55 St Bernard Dve,Tawonga South,Vic,3698,Tawonga South,Vic,0.0,0.0
6-Feathertop-St-Tawonga-South-Vic-3698,6 Feathertop St,Tawonga South,Vic,3698,Tawonga South,Vic,-36.728589,147.150252
10-St-Bernard-Dve-Tawonga-South-Vic-3698,10 St Bernard Dve,Tawonga South,Vic,3698,Tawonga South,Vic,-36.733748,147.156043
14-16-Young-Crescent-Tawonga-South-Vic-3699,14-16 Young Crescent,Tawonga South,Vic,3699,Tawonga South,Vic,-36.73345184,147.15406799
95-Simmonds-Creek-Road-Tawonga-South-Vic-3698,95 Simmonds Creek Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.74622726,147.15841675
67-Kiewa-Valley-H/wy-Tawonga-South-Vic-3698,67 Kiewa Valley H/wy,Tawonga South,Vic,3698,Tawonga South,Vic,0.0,0.0
10-Dederang-Road-Tawonga-South-Vic-3698,10 Dederang Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.73305893,147.15151978
37-St-Bernard-Dve-Tawonga-South-Vic-3698,37 St Bernard Dve,Tawonga South,Vic,3698,Tawonga South,Vic,-36.73394012,147.15254211
11-Kiewa-Valley-Highway-Tawonga-South-Vic-3698,11 Kiewa Valley Highway,Tawonga South,Vic,3698,Tawonga South,Vic,-36.68478775,147.13868713
73-St-Bernard-Drive-Tawonga-South-Vic-3699,73 St Bernard Drive,Tawonga South,Vic,3699,Tawonga South,Vic,-36.73352051,147.14863586
"Lot-3,-Wonnangatta-Avenue-Tawonga-South-Vic-3698","Lot 3, Wonnangatta Avenue",Tawonga South,Vic,3698,Tawonga South,Vic,-36.73294449,147.15365601
13-Dederang-Road-Tawonga-South-Vic-3698,13 Dederang Road,Tawonga South,Vic,3698,Tawonga South,Vic,-36.73221588,147.15142822
1-Stewarts-Rd-Tawonga-South-Vic-3698,1 Stewarts Rd,Tawonga South,Vic,3698,Tawonga South,Vic,-36.73566818,147.15518188
25-Young-Cres-Tawonga-South-Vic-3698,25 Young Cres,Tawonga South,Vic,3698,Tawonga South,Vic,-36.731771,147.152505
